id,field,old,new,confidence
1161,title,Skills For Effective Administators,Skills for Effective Administrators,medium
1161,author,Agnihotri V.k.(ed),V.K. Agnihotri (ed.),medium
1161,publisher,Vikash Pub House Lbs Massories,Vikas Publishing House,medium
1162,author,Hobsbowneric,Eric Hobsbawm,high
1162,publisher,Abacus Londan,"Abacus, London",high
1163,title,Who Moved My Cheese,Who Moved My Cheese?,high
1163,author,Johnson Spencev,Spencer Johnson,high
1163,publisher,Vermilian Landon,"Vermilion, London",high
1164,title,The Foundation Head,The Fountainhead,high
1164,author,Rand Ayn,Ayn Rand,high
1165,title,Tess Of The D'orbervilles : A Pune Women,Tess of the d'Urbervilles: A Pure Woman,high
1165,author,Hardy Thomas,Thomas Hardy,high
1165,publisher,Rupa & CO.,Rupa & Co.,high
1166,title,Venus In India,Venus in India,high
1166,author,Deveraeaux Charles,Charles Devereaux,high
1166,publisher,Sphare Book,Sphere Books,high
1167,author,Kalam A.P.J.,A.P.J. Abdul Kalam,high
1168,title,Much Obliged Leeves,"Much Obliged, Jeeves",high
1168,author,Wodehouse P.G.,P.G. Wodehouse,high
1169,title,Hardy Boys : Crimes In The Cards,The Hardy Boys: Crime in the Cards,high
1169,author,Dixon Franlin W,Franklin W. Dixon,high
1169,publisher,Aladin New York,"Aladdin, New York",high
1170,author,Kipling Rudyard,Rudyard Kipling,high
1170,publisher,Wordworth,Wordsworth,high
1170,language,Hindi,English,high
1171,title,The Portrait Of A Lady,The Portrait of a Lady: Collected Stories,high
1172,title,India From Curzon To Nehru & After,India: From Curzon to Nehru and After,high
1172,publisher,Rupa & CO.,Rupa & Co.,high
1173,title,Feminism : Concept Of Social Science,Feminism (Concepts in the Social Sciences),high
1173,author,Freedman Jane,Jane Freedman,high
1173,publisher,Viva Books Pvt Ltd New Delhi,"Viva Books, New Delhi",high
1174,title,Guderian Panzer General,Guderian: Panzer General,high
1174,author,Macksay Kenneth,Kenneth Macksey,high
1174,publisher,Macdonald Londan,"Macdonald, London",high
1174,language,Hindi,English,high
1175,title,Introduction To Literature,Introduction to Literature,high
1175,author,Locke Louis G (ed),Louis G. Locke (ed.),high
1175,publisher,Holt Pinehart & Winston Inc New York,"Holt, Rinehart and Winston, New York",high
1176,title,The Mad Tibetan Stories From Then & Now,The Mad Tibetan: Stories from Then and Now,high
1176,author,Deepti Maval,Deepti Naval,high
1176,publisher,Manjul Pubs House Delhi,"Manjul Publishing House, Delhi",high
1177,title,My Mother /my Self,My Mother/My Self,high
1177,author,Friday Nancy,Nancy Friday,high
1177,publisher,Fontane Books,Fontana Books,high
1178,author,Maurier Daphne Du,Daphne du Maurier,high
1179,title,Prince If Ayodhya : Ramayana,Prince of Ayodhya: Ramayana Book One,high
1179,author,Banker Ashok K,Ashok K. Banker,high
1180,title,Flowers For Algernon,Flowers for Algernon,high
1180,author,Key's Daniel,Daniel Keyes,high
1180,publisher,Bantom Books,Bantam Books,high
1181,title,The Complete Novels Of Jane Austin,The Complete Novels of Jane Austen,high
1181,author,Rupa & CO.,Jane Austen,high
1181,publisher,Rupa & CO.,Rupa & Co.,high
1182,title,White Mughal's,White Mughals,high
1182,author,Dalrymple William,William Dalrymple,high
1183,author,Anand Bharat,Bharat Anand,high
1184,title,Romancing The Balace Sheet,Romancing the Balance Sheet,high
1184,author,Lamba Anil,Anil Lamba,high
1184,publisher,Harper Collins India,HarperCollins India,high
1185,title,Diplomacy In Peace & War,Diplomacy in Peace and War,high
1185,author,Kaul T.N.,T.N. Kaul,high
1185,publisher,Vikash Pub House Lbs Massories,Vikas Publishing House,high
1186,title,The Naxatile Movement In India,The Naxalite Movement in India,high
1186,publisher,Rupa & CO.,Rupa & Co.,high
1187,title,Swamy Vivakand Prophet & Pathfinder,Swami Vivekananda: Prophet and Pathfinder,medium
1187,author,Swamy Jitatmando,Swami Jitatmananda,medium
1187,publisher,Sri Ramkrishna Ashram,Sri Ramakrishna Ashrama,medium
1187,language,Hindi,English,medium
1188,title,The Sea Ofinnocence,The Sea of Innocence,high
1188,author,Desai Kishwar,Kishwar Desai,high
1188,publisher,Siman And Schuster,Simon and Schuster,high
1189,title,A Caltural History Of India,A Cultural History of India,high
1189,author,Basham A.L.,A.L. Basham (ed.),high
1190,author,Goldsmith,Marshall Goldsmith,high
1190,language,Hindi,English,high
1191,title,Mussionries In India,"Missionaries in India: Continuities, Changes, Dilemmas",high
1191,author,Shaurie Arun,Arun Shourie,high
1191,publisher,Harper Collins India,HarperCollins India,high
1192,title,You Were My Crush : Till You Said You Love Me,You Were My Crush... Till You Said You Love Me!,high
1192,author,Datta Darjoy,Durjoy Datta,high
1192,publisher,Grapevine India Pubs,Grapevine India,high
1193,title,Notes An A Modnan,Notes of a Madman,high
1193,author,Bhargava Shree Rajneesh,Bhagwan Shree Rajneesh (Osho),high
1193,publisher,Rajnessh Foundation Usa,Rajneesh Foundation,high
1193,language,Hindi,English,high
1194,title,Z.a.bhutto Notes From Death Call,Z.A. Bhutto: Notes from the Death Cell,high
1194,author,Kak B.L.,B.L. Kak,high
1194,publisher,Radha Krishna Pubs Delhi,"Radha Krishna Prakashan, Delhi",high
1195,author,Agarwal Sonteev,Anya Gupta (ed.),medium
1195,publisher,Bloomsbury Books,Bloomsbury,medium
1196,title,India Connected,India Connected: Mapping the Impact of New Media,medium
1196,author,Sen Naranayan Sinetra,Sunetra Sen Narayan (ed.),medium
1196,publisher,Sage Pubs,Sage Publications,medium
1196,language,Hindi,English,medium
1197,author,Subramaniam Kamals,Kamala Subramaniam,high
1197,publisher,Bhartiya Vidhya Bhawan,Bharatiya Vidya Bhavan,high
1197,language,Hindi,English,high
1198,author,David Gregory,Gregory David Roberts,high
1198,publisher,Little Brown Great Britain,"Little, Brown",high
1199,title,My Olypic Journey : 50 Of India Leading Spethi Persons,My Olympic Journey: 50 of India's Leading Sportspersons on the Biggest Test of Their Career,high
1199,author,Deo Digvijay Singh,Digvijay Singh Deo,high
1200,author,Banerjee Abhijit V,Abhijit V. Banerjee,high
1200,publisher,Random House New York,"Random House, New York",high
1201,title,The Story Of Philosphy,The Story of Philosophy,high
1201,author,Durant Will,Will Durant,high
1201,publisher,Siman And Schuster,Simon and Schuster,high
1203,title,Beatrice & Vivagil,Beatrice and Virgil,high
1203,author,Martel Yonn,Yann Martel,high
1204,title,The Story Of The Guevara,The Story of Che Guevara,high
1204,author,Taledo L.A.D.,Lucía Álvarez de Toledo,high
1204,publisher,Quercus Londan,"Quercus, London",high
1205,title,Wit & Wisdom,The Wit and Wisdom of Nani A. Palkhivala,high
1205,author,Palkhiwala Nani A,Jignesh R. Shah,high
1205,publisher,Rupa & CO.,Rupa & Co.,high
1206,title,My Journey,My Journey: Transforming Dreams into Actions,high
1206,author,Kalam Apj Abdul,A.P.J. Abdul Kalam,high
1206,publisher,Rupa & CO.,Rupa & Co.,high
1207,title,H.B. Of Palmistry,Handbook of Palmistry,medium
1207,author,Chawdhri L.R.,L.R. Chawdhri,medium
1207,publisher,Hind Pocket Books Delhi,"Hind Pocket Books, Delhi",medium
1208,title,Metamorphoses : Ovid,Metamorphoses,high
1208,author,Wordsworth Classics,Ovid,high
1208,publisher,Wordworth,Wordsworth,high
1208,language,Hindi,English,high
1209,title,Power Freedom And Grace,"Power, Freedom, and Grace",high
1209,author,Chopra Deepak,Deepak Chopra,high
1210,title,Common Mistakes In English,Common Mistakes in English,high
1210,author,Fitekindes T.J.,T.J. Fitikides,high
1210,publisher,Orient Paperback Delhi,"Orient Paperbacks, Delhi",high
1212,author,Wright Reg,Reg Wright,medium
1212,publisher,Orient Paperback Delhi,"Orient Paperbacks, Delhi",medium
1213,title,4 Prisoner Of Birth,A Prisoner of Birth,high
1213,author,Archer Jeffery,Jeffrey Archer,high
1214,author,Pathanaikdevdutt,Devdutt Pattanaik,high
1214,publisher,Rupa & CO.,Rupa & Co.,high
1215,publisher,Vijay Goel Delhi,"Vijay Goel, Delhi",medium
1216,title,U.p.urban Building Act 1972,"U.P. Urban Building Act, 1972",medium
1216,author,Saxena Kuldeep,Kuldeep Saxena,medium
1216,publisher,Sagar Law House Allahabad,"Sagar Law House, Allahabad",medium
1217,title,The Law Of Torts,The Law of Torts,high
1218,title,Apkratya Vidhi (law Of Torts),Apkritya Vidhi (Law of Torts),medium
1218,author,Varshney Surinder Kaur,Surinder Kaur Varshney,medium
1218,publisher,Law Deptt. University Of Lucknow,"Law Department, University of Lucknow",medium
1218,language,English,Hindi,medium
1219,title,Human Trafficking Law ( Manav Taskari Kanoon),Human Trafficking Law (Manav Taskari Kanoon),medium
1219,author,Zaidi Moh Hasan,Mohd. Hasan Zaidi,medium
1220,title,Urdu Hindi Shandkosh,Urdu-Hindi Shabdkosh,medium
1220,author,U.p.hindi Sansthan,U.P. Hindi Sansthan,medium
1220,publisher,U.p.hindi Sansthan,U.P. Hindi Sansthan,medium
1221,title,Kuch Padaav Kucj Manzile,Kuchh Padav Kuchh Manzilen,medium
1221,author,Dwivedi Hemant,Hemant Dwivedi,medium
1221,publisher,Lok Bharti Pubs Allahabad,"Lokbharti Prakashan, Allahabad",medium
1222,title,Raag Darbaari,Raag Darbari,high
1222,author,Shukl Shreepaal,Shrilal Shukla,high
1223,title,The Jeeves Omnibus 5,The Jeeves Omnibus Vol. 5,high
1223,author,Wodehouse P.G.,P.G. Wodehouse,high
1223,publisher,Hutchinsan Londan,"Hutchinson, London",high
1224,title,Annals & Antiquites Of Rajasthan,Annals and Antiquities of Rajasthan,high
1224,author,Tod Jomes,James Tod,high
1224,publisher,Rupa & CO.,Rupa & Co.,high
1225,title,Democracy In India : A Holder Shall,Democracy in India: A Hollow Shell,high
1225,author,Bonner Arthur,Arthur Bonner,high
1226,title,Bad Dreams Stories Chosen,Bad Dreams: Stories Chosen by Wendy Cooling,high
1226,author,Cooling Wendy,Wendy Cooling (ed.),high
1227,title,Orient Book Of Quotations,The Orient Book of Quotations,medium
1227,author,Malhotra Meera,Meera Malhotra (comp.),medium
1227,publisher,Orient Paperback Delhi,"Orient Paperbacks, Delhi",medium
1228,title,A Better India A Better World,A Better India: A Better World,high
1228,author,Murthy N.r.narayan,N.R. Narayana Murthy,high
1229,title,You Are A Bad Ass,You Are a Badass,high
1229,author,Sinero Jan,Jen Sincero,high
1230,title,Surgeoris Symphony,Surgeon's Symphony,high
1230,author,Sava George,George Sava,high
1230,language,Hindi,English,high
1231,title,The Tae Ofphysics,The Tao of Physics,high
1231,author,Chopra Fritzot,Fritjof Capra,high
1231,publisher,Harper Collins India,HarperCollins India,high
1232,title,Happiness Now,Happiness Now!,high
1232,author,Holden Robert,Robert Holden,high
1232,language,Hindi,English,high
1233,title,Mussionries In India,"Missionaries in India: Continuities, Changes, Dilemmas",high
1233,author,Shourie Arun,Arun Shourie,high
1233,publisher,Harper Collins India,HarperCollins India,high
1234,title,The Country Of First Boy,The Country of First Boys: And Other Essays,high
1234,author,Sen Amartya,Amartya Sen,high
1235,author,Asirvatham Eddy,Eddy Asirvatham,high
1235,publisher,S.chand And Company New Delhi,"S. Chand and Company, New Delhi",high
1235,language,Hindi,English,high
1237,title,Insurance : Theory & Practice,Insurance: Theory & Practice,medium
1237,author,Khan Arif,Arif Khan,medium
1237,publisher,Eucational Book House,Educational Book House,medium
1237,language,Hindi,English,medium
1238,author,Sharma S.R.,S.R. Sharma,medium
1239,author,Greeves H.R.G.,H.R.G. Greaves,high
1241,title,Political Science & Government,Political Science and Government,high
1241,author,Garner J.W.,J.W. Garner,high
1241,language,Hindi,English,high
1242,title,English Govt.& Politics,English Government and Politics,high
1242,author,Ogg Frederic Austin,Frederic Austin Ogg,high
1242,publisher,The Macmillan New York,"The Macmillan Company, New York",high
1243,title,Leaders In Homopathic Theracutics,Leaders in Homoeopathic Therapeutics,high
1243,author,Nash E.B.,E.B. Nash,high
1243,publisher,B.jain Pubs New Delhi,"B. Jain Publishers, New Delhi",high
1244,title,Great Politcal Thinker : Plato To Present,Great Political Thinkers: Plato to the Present,high
1244,author,Ebenstein William,William Ebenstein,high
1244,publisher,Holl-rinehart New York,"Holt, Rinehart and Winston, New York",high
1245,title,Mini Atlas,Bartholomew Mini Atlas,medium
1245,author,Bartholomen,John Bartholomew & Son,medium
1245,publisher,John Barthloman Edinbagh,"John Bartholomew & Son, Edinburgh",medium
1245,language,Hindi,English,medium
1246,title,Honoured Guest : An Anthology Of Verses,Honoured Guest: An Anthology of Verses,medium
1246,author,Orint Longman,Orient Longman,medium
1246,publisher,Orint Longmann Delhi,"Orient Longman, Delhi",medium
1247,title,History Of Political Theory,A History of Political Theory,medium
1247,author,,George H. Sabine,medium
1249,title,Mistress Of The Air,Mistress of the Air,high
1249,author,Corter Derothy,Dorothy Carter,high
1249,publisher,Children Press Landon,"Children's Press, London",high
1250,title,Exercises In Spoken English,Exercises in Spoken English,medium
1252,title,A Tales Of Two Cities,A Tale of Two Cities,high
1252,author,Dickens Charles,Charles Dickens,high
1252,publisher,Tata Mcgrow Hills New Delhi,"Tata McGraw-Hill, New Delhi",high
1253,title,First Course In Computer's,A First Course in Computers,high
1253,author,Saxena Sanjay,Sanjay Saxena,high
1253,publisher,Vikash Pubs.house,Vikas Publishing House,high
1254,title,Wuttering Height,Wuthering Heights,high
1254,author,Brante Emily,Emily Brontë,high
1254,publisher,Vikash Pubs.house,Vikas Publishing House,high
1254,language,Hindi,English,high
1255,author,Narasimha Rao P.V.,P.V. Narasimha Rao,high
1256,title,Labour & Industial Law,Labour & Industrial Laws,medium
1256,author,Mishra Surya Narayan,Surya Narayan Mishra,medium
1256,publisher,Central Law Publication Allahabad,"Central Law Publications, Allahabad",medium
1257,author,Thakker C.K.,C.K. Takwani (Thakker),high
1257,publisher,Eastern Book Com.,Eastern Book Company,high
1257,language,Hindi,English,high
1258,title,A Monograph An The Phiosophy Of Kant,A Monograph on the Philosophy of Kant,medium
1258,author,Singh Mahandra Pratap,Mahendra Pratap Singh,medium
1258,language,Hindi,English,medium
1259,title,The United Nations In Action,The United Nations in Action,high
1259,author,Chase Eugene P,Eugene P. Chase,high
1259,publisher,Mcgrow Hill New York,"McGraw-Hill, New York",high
1260,title,Macropolitics : International Relation In Global Society,Macropolitics: International Relations in a Global Society,high
1260,author,Sterling Richard W,Richard W. Sterling,high
1260,publisher,Alfred A Kopt New York,"Alfred A. Knopf, New York",high
1261,title,Shri Madbhagwat Geeta,Shrimad Bhagavad Gita,high
1261,publisher,Geeta Press,Gita Press,high
1262,author,Bhagwati Prasad Singh(editor),Bhagwati Prasad Singh,medium
1262,publisher,Satshashtra Prakashsn,Satshastra Prakashan,medium
1263,title,Kathop Nishad,Kathopanishad,medium
1263,publisher,Chaurbamba Krishna Das Academy,Chaukhambha Krishnadas Academy,medium
1264,title,108 Upnishad (vriksha Khand),108 Upanishad (Vriksha Khand),medium
1264,author,"Sharma, shri Ram",Shriram Sharma Acharya,medium
1264,publisher,"Sanskriti Sansthan, bareily","Sanskriti Sansthan, Bareilly",medium
1265,author,Swami Prabhupaad,A.C. Bhaktivedanta Swami Prabhupada,high
1265,publisher,Bhakti Vedant Book Trust,Bhaktivedanta Book Trust,high
1266,author,"Shukla, gopi Krishna",Gopi Krishna Shukla,medium
1267,title,Hindu Dharam Ki Shreshtham Upasana Onkar,Hindu Dharm Ki Shreshth Upasana Onkar,medium
1267,author,"Gautam, chamanlal",Chamanlal Gautam,medium
1267,publisher,"Sanskriti Sansthan, bareily","Sanskriti Sansthan, Bareilly",medium
1268,title,Punarnawa,Punarnava,high
1268,author,"Dwivedi, hajari Prasad",Hazari Prasad Dwivedi,high
1268,publisher,Rajkamal,Rajkamal Prakashan,high
1269,author,"Bhandari, manu",Mannu Bhandari,high
1269,publisher,Radha Krishna Prakashan,Radhakrishna Prakashan,high
1270,author,"Savant, shivaji",Shivaji Sawant,high
1270,publisher,Bharitya Gyanpeeth,Bharatiya Jnanpith,high
1271,author,"Kanhaiyalal, munshi",K. M. Munshi,high
1271,publisher,Rajkamal,Rajkamal Prakashan,high
1272,title,Sharat Samagra -1 Khand,Sharat Samagra Vol. 1,high
1272,author,"Mukharjee, vishwanath",Sharatchandra Chattopadhyay,high
1273,author,"Dubey, rameshwar Dayal",Rameshwar Dayal Dubey,medium
1273,language,English,Hindi,medium
1274,title,Mewad Ki Kathayein Bhag-2,Mewar Ki Kathayein Bhag 2,medium
1274,author,"Mishra, pratap Narayan",Pratap Narayan Mishra,medium
1275,title,Gadhyanjali,Gadyanjali,medium
1275,author,"Gupta, ram Kishor",Ram Kishor Gupta,medium
1275,publisher,Salina Publsihers,Salina Publishers,medium
1276,author,"Sahni, bheeshma",Bhisham Sahni,high
1276,publisher,Rajkamal,Rajkamal Prakashan,high
1277,title,Mansarover-4,Mansarovar Vol. 4,high
1277,author,Premchandra,Premchand,high
1277,publisher,Dimond Pocket Delhi,Diamond Pocket Books,high
1278,title,Sampradayik Sambhav Ki Kahaniya,Sampradayik Sadbhav Ki Kahaniyan,medium
1278,author,Giriraj Sharan Sampadan,Giriraj Sharan,medium
1279,title,Meri Priy Kahaniya,Meri Priya Kahaniyan,high
1279,author,Fadishwernath,Phanishwar Nath Renu,high
1279,publisher,Rajkamal,Rajkamal Prakashan,high
1280,author,Munauwer Rana,Munawwar Rana,high
1280,publisher,Vaani Prakashan Delhi,Vani Prakashan,high
1283,title,Neerja-mahadevi Verma,Neerja,high
